from,to,weigh,year
US3659613A,US3720213A,1,1971
US3642007A,US3720213A,1,1971
US3828788A,US4473074A,1,1981
US3703176A,US3828788A,1,1972
US3653384A,US3828788A,1,1972
US3720213A,US3828788A,1,1972
US3913582A,US4473074A,1,1981
US3703176A,US3913582A,1,1972
US3720213A,US3913582A,1,1972
US3910276A,US4473074A,1,1981
US3659613A,US3910276A,1,1969
US3821510A,US3910276A,1,1969
US4123143A,US4473074A,1,1981
US3769963A,US4123143A,1,1975
US3703176A,US3769963A,1,1972
US3828788A,US4123143A,1,1975
US3913582A,US4123143A,1,1975
US4270845A,US4473074A,1,1981
US3696230A,US4270845A,1,1976
US3826998A,US4270845A,1,1976
US3720213A,US4270845A,1,1976
US3828788A,US4270845A,1,1976
US3913582A,US4270845A,1,1976
US4069823A,US4473074A,1,1981
US3703176A,US4069823A,1,1976
US3720213A,US4069823A,1,1976
US3796220A,US4069823A,1,1976
US3642007A,US3796220A,1,1972
US3703176A,US3796220A,1,1972
US3769963A,US4069823A,1,1976
US3914013A,US4069823A,1,1976
US3659613A,US3914013A,1,1974
US3669524A,US3914013A,1,1974
US3642007A,US3914013A,1,1974
US3638312A,US3914013A,1,1974
US3703176A,US3914013A,1,1974
US3710091A,US3914013A,1,1974
US3803379A,US3914013A,1,1974
US3710798A,US3914013A,1,1974
US3642007A,US3710798A,1,1971
US3782823A,US3914013A,1,1974
US3910276A,US4069823A,1,1976
US4057332A,US4473074A,1,1981
US3696230A,US4057332A,1,1976
US3977251A,US4057332A,1,1976
US3556038A,US3977251A,1,1973
US4174154A,US4473074A,1,1981
US4144888A,US4473074A,1,1981
US3653384A,US4144888A,1,1976
US3828788A,US4144888A,1,1976
US3913582A,US4144888A,1,1976
US3848104A,US4144888A,1,1976
US3743777A,US3848104A,1,1969
US3986767A,US4144888A,1,1976
US3619550A,US3986767A,1,1969
US3696230A,US3986767A,1,1969
US3781094A,US3986767A,1,1969
US3920951A,US4144888A,1,1976
US3716668A,US3920951A,1,1974
US3679818A,US3920951A,1,1974
US3739088A,US3920951A,1,1974
US3836709A,US3920951A,1,1974
US3615448A,US3836709A,1,1972
US4122853A,US4473074A,1,1981
US3693623A,US4122853A,1,1977
DE2309205A1,US4122853A,1,1977
US3892541A,US4122853A,1,1977
US3758296A,US3892541A,1,1970
DE2511248A1,US4122853A,1,1977
DE2827639A1,US4473074A,1,1981
DE3205915A1,US6167145A,1,1996
DE2443558A1,DE3205915A1,1,1982
EP0030355A2,DE3205915A1,1,1982
DE2115121A1,EP0030355A2,1,1979
DE2809645A1,EP0030355A2,1,1979
DE2115121A1,DE2809645A1,1,1971
EP0018166A1,EP0030355A2,1,1979
DE3205085A1,DE3205915A1,1,1982
US4457311A,US6167145A,1,1996
US4094306A,US4457311A,1,1982
US3752255A,US4094306A,1,1975
US3614891A,US3752255A,1,1969
US3973235A,US4094306A,1,1975
US3622825A,US3973235A,1,1973
US3936791A,US4094306A,1,1975
US3990296A,US4094306A,1,1975
US3711823A,US3990296A,1,1975
US3594717A,US3711823A,1,1970
US3745812A,US3990296A,1,1975
US3890829A,US3990296A,1,1975
US3745814A,US3890829A,1,1973
US4242912A,US4457311A,1,1982
US3919683A,US4242912A,1,1975
US3881164A,US4242912A,1,1975
US3936791A,US4242912A,1,1975
US3918024A,US4242912A,1,1975
US4019169A,US4242912A,1,1975
US3919683A,US4019169A,1,1974
US3936791A,US4019169A,1,1974
US4119938A,US4242912A,1,1975
US3911730A,US4119938A,1,1974
US4163394A,US4242912A,1,1975
US3938371A,US4163394A,1,1975
US3612920A,US3938371A,1,1972
US3573515A,US3612920A,1,1970
US3798961A,US3938371A,1,1972
US3616684A,US3798961A,1,1971
US3990300A,US4163394A,1,1975
US3741004A,US3990300A,1,1974
US3895685A,US3990300A,1,1974
US3802253A,US3990300A,1,1974
US4005382A,US4242912A,1,1975
US4253338A,US4457311A,1,1982
US3805596A,US4253338A,1,1976
US3939696A,US4253338A,1,1976
US3778756A,US4253338A,1,1976
US4016862A,US4253338A,1,1976
US3572324A,US4016862A,1,1972
US3789833A,US4016862A,1,1972
US3883815A,US4016862A,1,1972
US3919683A,US4253338A,1,1976
US3881466A,US4253338A,1,1976
US3789833A,US3881466A,1,1973
US3805596A,US3881466A,1,1973
US3778756A,US3881466A,1,1973
US3888238A,US4253338A,1,1976
US4019169A,US4253338A,1,1976
US4075598A,US4253338A,1,1976
US4136325A,US4253338A,1,1976
US3790925A,US4136325A,1,1975
US3919683A,US4136325A,1,1975
US3921122A,US4136325A,1,1975
US3914730A,US4136325A,1,1975
US4024490A,US4136325A,1,1975
US4005382A,US4253338A,1,1976
US4209022A,US4457311A,1,1982
US3924452A,US4209022A,1,1976
US3777740A,US4209022A,1,1976
US3938502A,US4209022A,1,1976
US3789833A,US3938502A,1,1972
US3779234A,US3938502A,1,1972
US3805596A,US3938502A,1,1972
US4109642A,US4209022A,1,1976
US3792423A,US4209022A,1,1976
US3939696A,US4209022A,1,1976
US3856985A,US4209022A,1,1976
US3872858A,US4209022A,1,1976
US3673325A,US3872858A,1,1973
US3688565A,US3872858A,1,1973
US3554014A,US3688565A,1,1970
US3792613A,US3872858A,1,1973
US3881466A,US4209022A,1,1976
US3954098A,US4209022A,1,1976
US4094306A,US4209022A,1,1976
US4240295A,US4457311A,1,1982
US4271842A,US4457311A,1,1982
US3624744A,US4271842A,1,1978
US3744479A,US4271842A,1,1978
US3830223A,US4271842A,1,1978
US3640271A,US3830223A,1,1972
US3695252A,US3830223A,1,1972
US3690158A,US3830223A,1,1972
US3952201A,US4271842A,1,1978
US3670163A,US3952201A,1,1973
US3825761A,US3952201A,1,1973
US3852611A,US3952201A,1,1973
US3871360A,US4271842A,1,1978
US3605724A,US3871360A,1,1973
US3699948A,US3871360A,1,1973
US3690313A,US3871360A,1,1973
US3521087A,US3690313A,1,1970
US3864660A,US4271842A,1,1978
US4029948A,US4271842A,1,1978
US3679823A,US4029948A,1,1974
US3818220A,US4029948A,1,1974
US3894181A,US4029948A,1,1974
US3641266A,US3894181A,1,1973
US3679823A,US3894181A,1,1973
US3950613A,US4029948A,1,1974
US3766383A,US3950613A,1,1973
US3829688A,US3950613A,1,1973
US3801785A,US3950613A,1,1973
US3669528A,US3801785A,1,1972
US3955561A,US4271842A,1,1978
US3584504A,US3955561A,1,1974
US3817089A,US3955561A,1,1974
US3763463A,US3955561A,1,1974
US3613069A,US3763463A,1,1972
US3974826A,US4271842A,1,1978
US3690311A,US3974826A,1,1974
US3856985A,US3974826A,1,1974
US3954098A,US4271842A,1,1978
US4033335A,US4271842A,1,1978
US4037585A,US4271842A,1,1978
US3670715A,US4037585A,1,1975
US3759247A,US4037585A,1,1975
US3659591A,US3759247A,1,1970
US3769966A,US4037585A,1,1975
US4034744A,US4271842A,1,1978
US3690311A,US4034744A,1,1975
US3779234A,US4034744A,1,1975
US3817089A,US4034744A,1,1975
US3778756A,US4034744A,1,1975
US3828609A,US4034744A,1,1975
US3554014A,US3828609A,1,1972
US3603136A,US3828609A,1,1972
US3636778A,US3828609A,1,1972
US4045815A,US4271842A,1,1978
US4100916A,US4271842A,1,1978
US3688564A,US4100916A,1,1976
US3744479A,US4100916A,1,1976
US3789833A,US4100916A,1,1976
US3777740A,US4100916A,1,1976
US3822694A,US4100916A,1,1976
US3909771A,US4100916A,1,1976
US3614720A,US3909771A,1,1973
US3881466A,US4100916A,1,1976
US4079417A,US4271842A,1,1978
US3969571A,US4079417A,1,1976
US3920889A,US4079417A,1,1976
US3800077A,US3920889A,1,1974
US4121250A,US4271842A,1,1978
US3810174A,US4121250A,1,1976
US3864660A,US4121250A,1,1976
US3925606A,US4121250A,1,1976
US4058001A,US4271842A,1,1978
US4075883A,US4271842A,1,1978
US3794964A,US4075883A,1,1976
US3685051A,US3794964A,1,1971
US3940625A,US4075883A,1,1976
US3959770A,US4075883A,1,1976
US3691517A,US3959770A,1,1974
US3534326A,US3691517A,1,1969
US3831135A,US3959770A,1,1974
US3685008A,US3831135A,1,1973
US4159462A,US4271842A,1,1978
US4111055A,US4271842A,1,1978
DE2619684A1,US4111055A,1,1977
US4010466A,US4111055A,1,1977
US4127034A,US4271842A,1,1978
US3789833A,US4127034A,1,1977
US3911730A,US4127034A,1,1977
US4012952A,US4127034A,1,1977
US4070642A,US4127034A,1,1977
US3919683A,US4070642A,1,1975
US4058003A,US4127034A,1,1977
US4246791A,US4457311A,1,1982
US3936791A,US4246791A,1,1978
US4110723A,US4246791A,1,1978
US4047520A,US4246791A,1,1978
US4084582A,US4246791A,1,1978
US3854471A,US4084582A,1,1976
US3605724A,US3854471A,1,1972
US3745989A,US3854471A,1,1972
US3704704A,US3745989A,1,1972
US3693418A,US3745989A,1,1972
DE2414777A1,US4084582A,1,1976
US3918024A,US4084582A,1,1976
US3964296A,US4084582A,1,1976
US3817089A,US3964296A,1,1975
US3780572A,US3964296A,1,1975
US4137777A,US4246791A,1,1978
US3924454A,US4137777A,1,1977
US3667287A,US3924454A,1,1973
US4012952A,US4137777A,1,1977
US3918024A,US4137777A,1,1977
US4034332A,US4137777A,1,1977
US3604251A,US4034332A,1,1974
US3678452A,US4034332A,1,1974
US3719922A,US4034332A,1,1974
US3631384A,US3719922A,1,1971
US3736552A,US4034332A,1,1974
US3593254A,US3736552A,1,1969
US3736436A,US4034332A,1,1974
US3771116A,US4034332A,1,1974
US3617994A,US3771116A,1,1972
US4005382A,US4137777A,1,1977
US4058003A,US4137777A,1,1977
US4271706A,US4457311A,1,1982
US3832887A,US4271706A,1,1978
DE2060269A1,US4271706A,1,1978
US3792423A,US4271706A,1,1978
US3751976A,US4271706A,1,1978
US3778757A,US4271706A,1,1978
US3881466A,US4271706A,1,1978
US3918297A,US4271706A,1,1978
US3780572A,US3918297A,1,1974
US4070643A,US4271706A,1,1978
US3678452A,US4070643A,1,1975
US3774203A,US4070643A,1,1975
US3534326A,US3774203A,1,1971
US4021771A,US4271706A,1,1978
US3760344A,US4021771A,1,1975
US3715482A,US4021771A,1,1975
US3792423A,US4021771A,1,1975
US4131022A,US4271706A,1,1978
US3792423A,US4131022A,1,1976
US3886490A,US4131022A,1,1976
US3895525A,US4131022A,1,1976
US3701089A,US3895525A,1,1973
US3937066A,US4131022A,1,1976
US3736552A,US3937066A,1,1973
US3778756A,US3937066A,1,1973
US3780572A,US3937066A,1,1973
US3918024A,US4131022A,1,1976
US3918297A,US4131022A,1,1976
US4016750B1,US4131022A,1,1976
US4016750A,US4131022A,1,1976
US4135406A,US4271706A,1,1978
US3693414A,US4135406A,1,1976
US3805596A,US4135406A,1,1976
US3895525A,US4135406A,1,1976
US4010634A,US4135406A,1,1976
US4233988A,US4457311A,1,1982
US3886490A,US4233988A,1,1978
US4016751A,US4233988A,1,1978
US3859984A,US4016751A,1,1973
US3587561A,US3859984A,1,1972
US3676584A,US3859984A,1,1972
US3780725A,US3859984A,1,1972
US3587561A,US3780725A,1,1971
US4012952A,US4233988A,1,1978
US4094306A,US4233988A,1,1978
US4078435A,US4233988A,1,1978
US3939696A,US4078435A,1,1975
US3996792A,US4078435A,1,1975
US4034744A,US4233988A,1,1978
US4161121A,US4233988A,1,1978
US3881466A ,US4161121A,1,1976
US3911730A,US4161121A,1,1976
US3881164A,US4161121A,1,1976
US3936791A,US4161121A,1,1976
US4075883A,US4233988A,1,1978
US4265121A,US4457311A,1,1982
US3678737A,US4265121A,1,1978
US3698051A,US4265121A,1,1978
US3751712A,US4265121A,1,1978
US3864660A,US4265121A,1,1978
US4005258A,US4265121A,1,1978
US3772457A,US4005258A,1,1973
US3763693A,US4005258A,1,1973
US3856985A,US4005258A,1,1973
US3980926A,US4265121A,1,1978
US3684915A,US3980926A,1,1974
US3772457A,US3980926A,1,1974
US3757040A,US3980926A,1,1974
US3833934A,US3980926A,1,1974
US3634887A,US3833934A,1,1972
US3974826A,US4265121A,1,1978
US4086818A,US4265121A,1,1978
US4252026A,US4457311A,1,1982
US3587561A,US4252026A,1,1979
US3789833A,US4252026A,1,1979
US3805596A,US4252026A,1,1979
US3820387A,US4252026A,1,1979
US3778757A,US4252026A,1,1979
US3895381A,US4252026A,1,1979
US3603992A,US3895381A,1,1969
US3919683A,US4252026A,1,1979
US3967233A,US4252026A,1,1979
US3881466A,US4252026A,1,1979
US3911730A,US4252026A,1,1979
US3936791A,US4252026A,1,1979
US3895525A,US4252026A,1,1979
US4005258A,US4252026A,1,1979
US3950723A,US4252026A,1,1979
US3585579A,US3950723A,1,1974
US3742436A,US3950723A,1,1974
US3979711A,US4252026A,1,1979
GB1244551A,US3979711A,1,1974
US3881466A,US3979711A,1,1974
US3886489A,US3979711A,1,1974
US3711823A,US3886489A,1,1974
US3736552A,US3886489A,1,1974
US3780572A,US3886489A,1,1974
US4023175A,US4252026A,1,1979
US3953822A,US4023175A,1,1974
US3617994A,US3953822A,1,1973
US3771116A,US3953822A,1,1973
US4159462A,US4252026A,1,1979
US4272991A,US4457311A,1,1982
US3990300A,US4272991A,1,1979
US4078435A,US4272991A,1,1979
US4213183A,US4457311A,1,1982
US3910124A,US4213183A,1,1979
US3771355A,US4213183A,1,1979
US3978714A,US4213183A,1,1979
US3678736A,US3978714A,1,1972
US3898838A,US4213183A,1,1979
US3678736A,US3898838A,1,1973
US3727119A,US3898838A,1,1973
US3721118A,US3898838A,1,1973
US3575043A,US3721118A,1,1971
US3757187A,US3898838A,1,1973
US4063549A,US4213183A,1,1979
US3830223A,US4063549A,1,1975
US3856985A,US4063549A,1,1975
US3934458A,US4063549A,1,1975
US4062237A,US4213183A,1,1979
US4245250A,US4457311A,1,1982
US3653044A,US4245250A,1,1979
US3765018A,US4245250A,1,1979
US3858085A,US4245250A,1,1979
US3597757A,US3858085A,1,1973
US3629841A,US3858085A,1,1973
US3761765A,US3858085A,1,1973
US3659283A,US3761765A,1,1971
US3660833A,US3761765A,1,1971
US3539860A,US3660833A,1,1970
US3649819A,US3761765A,1,1971
US4002827A,US4245250A,1,1979
US3810174A,US4002827A,1,1975
US3633173A,US4002827A,1,1975
US3827027A,US4002827A,1,1975
US3599178A,US3827027A,1,1971
US3555520A,US3827027A,1,1971
US3602702A,US3827027A,1,1971
US3638199A,US3827027A,1,1971
US3765018A,US4002827A,1,1975
US3904817A,US4002827A,1,1975
US4135140A,US4245250A,1,1979
US3790925A,US4135140A,1,1976
US3701089A,US4135140A,1,1976
US4010466A,US4135140A,1,1976
US4024490A,US4135140A,1,1976
US4058001A,US4245250A,1,1979
US4159462A,US4245250A,1,1979
US4167753A,US4245250A,1,1979
US3864661A,US4167753A,1,1977
US3864660A,US4167753A,1,1977
US4063451A,US4167753A,1,1977
US3864661A,US4063451A,1,1974
US4070905A,US4167753A,1,1977
US4057836A,US4167753A,1,1977
US3810174A,US4057836A,1,1976
US3941921A,US4057836A,1,1976
US3749836A,US3941921A,1,1972
US3601536A,US3749836A,1,1971
US3603725A,US3749836A,1,1971
US3806644A,US3941921A,1,1972
US3914543A,US4057836A,1,1976
US3830971A,US3914543A,1,1972
US3832487A,US3914543A,1,1972
US3585293A,US3832487A,1,1971
US3700795A,US3832487A,1,1971
US3651254A,US3700795A,1,1971
US3806644A,US3914543A,1,1972
US3806644A,US4057836A,1,1976
US3904817A,US4057836A,1,1976
US4002827A,US4057836A,1,1976
US4058001A,US4167753A,1,1977
US4111055A,US4245250A,1,1979
US4506676A,US6167145A,1,1996
US3917952A,US4506676A,1,1982
US3631243A,US3917952A,1,1974
US3790802A,US3917952A,1,1974
DE2459866A1,US4506676A,1,1982
US4961422A,US6167145A,1,1996
US3717140A,US4961422A,1,1983
US3698394A,US4961422A,1,1983
US3949388A,US4961422A,1,1983
US3901224A,US4961422A,1,1983
US3942535A,US4961422A,1,1983
US3612041A,US3942535A,1,1973
US3991770A,US4961422A,1,1983
US4146029A,US4961422A,1,1983
US3662758A,US4146029A,1,1974
US3680544A,US4146029A,1,1974
US3692027A,US4146029A,1,1974
US3727616A,US4146029A,1,1974
US3662758A,US3727616A,1,1971
US3646940A,US3727616A,1,1971
US3837339A,US4146029A,1,1974
US3682160A,US3837339A,1,1972
US3894538A,US4146029A,1,1974
US3659600A,US3894538A,1,1972
US3604417A,US3894538A,1,1972
US3732865A,US3894538A,1,1972
US3604417A,US3732865A,1,1971
US3760805A,US3894538A,1,1972
US3760804A,US3894538A,1,1972
US3604417A,US3760804A,1,1971
US3760984A,US3894538A,1,1972
US3604417A,US3760984A,1,1970
US3871382A,US4146029A,1,1974
US3683932A,US3871382A,1,1973
US3757789A,US3871382A,1,1973
US3625201A,US3757789A,1,1971
US3871361A,US4146029A,1,1974
US3651806A,US3871361A,1,1969
US3771694A,US3871361A,1,1969
US3651806A,US3771694A,1,1972
US4055175A,US4146029A,1,1974
US3809871A,US4055175A,1,1976
US3655095A,US3809871A,1,1972
US3700904A,US3809871A,1,1972
US3593579A,US3700904A,1,1971
US3923060A,US4055175A,1,1976
US3651806A,US3923060A,1,1974
US3731681A,US3923060A,1,1974
US3701345A,US3923060A,1,1974
US3692027A,US3923060A,1,1974
US4034757A,US4146029A,1,1974
US3845883A,US4034757A,1,1976
US3938526A,US4961422A,1,1983
US3625202A,US3938526A,1,1974
US3875944A,US3938526A,1,1974
US3698394A ,US3875944A,1,1974
US3766923A,US3875944A,1,1974
US3682177A,US3766923A,1,1972
US3972320A,US4961422A,1,1983
US3639907A,US3972320A,1,1969
US4016886A,US4961422A,1,1983
US4119102A,US4961422A,1,1983
DE2356183A1,US4119102A,1,1975
US4121592A,US4961422A,1,1983
US3668556A,US4121592A,1,1975
US3800802A,US4121592A,1,1975
US3638657A,US3800802A,1,1972
DE2356183A1,US4121592A,1,1975
US3886932A,US4121592A,1,1975
US3590322A,US3886932A,1,1973
US3628094A,US3886932A,1,1973
US3706008A,US3886932A,1,1973
US3991770A,US4121592A,1,1975
US4016886A,US4121592A,1,1975
US4032860A,US4121592A,1,1975
US3670737A,US4032860A,1,1975
US3668556A,US4032860A,1,1975
US4127110A,US4961422A,1,1983
US4022190A,US4127110A,1,1976
US3625199A,US4022190A,1,1974
US3693612A,US4022190A,1,1974
US3686958A,US4022190A,1,1974
US3580082A,US3686958A,1,1971
US3693407A,US4022190A,1,1974
US3789667A,US4022190A,1,1974
US3580082A,US3789667A,1,1972
US3628373A,US3789667A,1,1972
US3714829A,US3789667A,1,1972
US3686958A,US3789667A,1,1972
US4027661A,US4127110A,1,1976
US3625199A,US4027661A,1,1974
US3686958A,US4027661A,1,1974
US3789667A,US4027661A,1,1974
US3958558A,US4127110A,1,1976
US3638496A,US3958558A,1,1974
US3738356A,US3958558A,1,1974
US3943915A,US4127110A,1,1976
US3757770A,US3943915A,1,1974
US4026276A,US4127110A,1,1976
US3738356A,US4026276A,1,1976
US3853117A,US4026276A,1,1976
US3625199A,US3853117A,1,1972
US3977391A,US4026276A,1,1976
US3625199A,US3977391A,1,1974
US3637034A,US3977391A,1,1974
US3686958A,US3977391A,1,1974
US3715927A,US3977391A,1,1974
US3789667A,US3977391A,1,1974
US3958558A,US4026276A,1,1976
US3943915A,US4026276A,1,1976
US4046139A,US4961422A,1,1983
US3951136A,US4046139A,1,1976
DE2003138A1,US3951136A,1,1973
US3734094A,US3951136A,1,1973
US4232679A,US4961422A,1,1983
US3727616A,US4232679A,1,1977
US3888261A,US4232679A,1,1977
US3646940A,US3888261A,1,1973
US3727616A,US3888261A,1,1973
US3898984A,US4232679A,1,1977
US3587563A,US3898984A,1,1974
US3646606A,US3898984A,1,1974
US3639907A,US3898984A,1,1974
US4066086A,US4232679A,1,1977
US3662758A,US4066086A,1,1975
US3618615A,US4066086A,1,1975
US3623486A,US4066086A,1,1975
US3518997A,US3623486A,1,1969
US3645267A,US4066086A,1,1975
US3805796A ,US4066086A,1,1975
US3631860A,US3805796A ,1,1971
US3518997A,US3631860A,1,1969
US3727616A,US4066086A,1,1975
US3833005A,US4066086A,1,1975
US3662758A,US3833005A,1,1971
US3631860A,US3833005A,1,1971
US3629710A,US3833005A,1,1971
US3774619A,US4066086A,1,1975
US3945387A,US4066086A,1,1975
US3672352A,US3945387A,1,1974
US3646940A,US3945387A,1,1974
US3623486A,US3945387A,1,1974
US3631860A,US3945387A,1,1974
US3639740A,US3945387A,1,1974
US3805796A,US3945387A,1,1974
US3830621A,US3945387A,1,1974
US3864173A,US3945387A,1,1974
US4019518A,US4232679A,1,1977
US3646940A,US4019518A,1,1975
US3805796A,US4019518A,1,1975
US3833005A,US4019518A,1,1975
US3888261A,US4019518A,1,1975
US4024875A,US4232679A,1,1977
US3693627A,US4024875A,1,1975
US3518997A,US3693627A,1,1970
US3727616A,US4024875A,1,1975
US3768017A,US4024875A,1,1975
US3681698A,US3768017A,1,1971
US4049004A,US4232679A,1,1977
US3557796A,US4049004A,1,1976
US3805796A,US4049004A,1,1976
US3727616A,US4049004A,1,1976
US3833005A,US4049004A,1,1976
US4030141A,US4232679A,1,1977
US3735425A,US4030141A,1,1971
US3631542A,US3735425A,1,1971
US3628527A,US3735425A,1,1971
US4312364A,US4961422A,1,1983
DE2356183A1,US4312364A,1,1977
DE2407559A1,US4312364A,1,1977
US4016886A,US4312364A,1,1977
US4108163A,US4312364A,1,1977
US4138998A,US4312364A,1,1977
US3662140A,US4138998A,1,1976
US3653385A,US4138998A,1,1976
US3975720A,US4138998A,1,1976
US3849622A,US3975720A,1,1974
US3731037A,US3849622A,1,1969
US3626135A,US3975720A,1,1974
US3742397A,US3975720A,1,1974
US3815113A,US3975720A,1,1974
US3606792A,US3815113A,1,1971
US3611336A,US3815113A,1,1971
US3786220A,US3975720A,1,1974
US3530499A,US3786220A,1,1971
US3624352A,US3786220A,1,1971
US3710062A,US3786220A,1,1971
US3594630A,US3710062A,1,1969
US3778798A,US3975720A,1,1974
US3611336A,US3778798A,1,1972
US3893111A,US4138998A,1,1976
US4108147A,US4312364A,1,1977
US4182313A,US4961422A,1,1983
US3783691A,US4182313A,1,1977
US4181132A,US4961422A,1,1983
US3982535A,US4181132A,1,1977
US3756234A,US3982535A,1,1974
US3731680A,US3982535A,1,1974
US3598727A,US3731680A,1,1971
US3998222A,US4181132A,1,1977
US3826257A,US3998222A,1,1974
US3638649A,US3826257A,1,1972
US3628813A,US3826257A,1,1972
US3626938A,US3826257A,1,1972
US3713441A,US3826257A,1,1972
US3765032A,US3998222A,1,1974
US3638649A,US3765032A,1,1969
US3663965A,US3765032A,1,1969
US3882862A,US3998222A,1,1974
US3638649A,US3882862A,1,1974
US3713441A,US3882862A,1,1974
US3818511A,US3882862A,1,1974
US3646616A,US3818511A,1,1972
US3667069A,US3818511A,1,1972
US3713441A,US3818511A,1,1972
US4142529A,US4961422A,1,1983
US3698394A,US4142529A,1,1977
US3840016A,US4142529A,1,1977
US3645265A,US3840016A,1,1972
US3789853A,US4142529A,1,1977
US3698397A,US3789853A,1,1972
US3667476A,US3789853A,1,1972
US3911924A,US4142529A,1,1977
US3664344A ,US3911924A,1,1970
US3721227A,US3911924A,1,1970
US3696813A,US3911924A,1,1970
US3901224A,US4142529A,1,1977
US3938526A,US4142529A,1,1977
US3902502A,US4142529A,1,1977
US3648708A,US3902502A,1,1974
US3791373A,US3902502A,1,1974
US3648708A,US3791373A,1,1972
US3817254A,US3902502A,1,1974
US4166451A,US4961422A,1,1983
US3822598A,US4166451A,1,1977
US3548661A,US3822598A,1,1971
US3604266A,US3822598A,1,1971
US3702076A,US3822598A,1,1971
US3738173A,US4166451A,1,1977
US3592059A,US3738173A,1,1971
US3872727A,US4166451A,1,1977
US3688581A,US3872727A,1,1972
US3919680A,US4166451A,1,1977
US3933149A,US4166451A,1,1977
US3688581A,US3933149A,1,1974
US3681993A,US3933149A,1,1974
US3699813A,US3933149A,1,1974
US3651694A,US3699813A,1,1970
US3765244A,US3933149A,1,1974
